claim,query,title,authors,venue,date,cited_by,doi,eid,type,abstract
C1_false_alarm_normal_only,"TITLE-ABS-KEY((""false alarm"" OR ""false positive"") AND (""condition monitoring"" OR ""anomaly detection"") AND (""vibration"" OR ""bearing"" OR ""machine""))",GEN-SECHEALTH: an AI-powered generative architecture for self-scalable cybersecurity and flexible data privacy protection in intricate healthcare systems,Mehmood S.,Journal of Big Data,2026-12-01,3,10.1186/s40537-026-01373-0,2-s2.0-105035889603,Article,
C2_oneclass_vs_simple,"TITLE-ABS-KEY((""one-class"" OR ""novelty detection"" OR ""Isolation Forest"") AND (""bearing"" OR ""rotating machinery"") AND (""false alarm"" OR ""comparison"" OR ""baseline""))",Probabilistic anomaly detection transfer learning toward reliable early fault warning,Lv K.,Neurocomputing,2026-11-07,0,10.1016/j.neucom.2026.134506,2-s2.0-105045173807,Article,
C2_oneclass_vs_simple,"TITLE-ABS-KEY((""one-class"" OR ""novelty detection"" OR ""Isolation Forest"") AND (""bearing"" OR ""rotating machinery"") AND (""false alarm"" OR ""comparison"" OR ""baseline""))",An open-weight Large Language Model agent for condition monitoring and predictive maintenance in wind energy systems,Hasan A.,Energy and AI,2026-09-01,1,10.1016/j.egyai.2026.100828,2-s2.0-105044572394,Article,
C2_oneclass_vs_simple,"TITLE-ABS-KEY((""one-class"" OR ""novelty detection"" OR ""Isolation Forest"") AND (""bearing"" OR ""rotating machinery"") AND (""false alarm"" OR ""comparison"" OR ""baseline""))",A Novel Method for Generating Small-Sample Data of the Satellite Power Subsystem With InCoTimeGAN Integrating Self-Checking and Information Enhancement,Liu J.,IEEE Sensors Journal,2026-09-01,0,10.1109/JSEN.2026.3707885,2-s2.0-105044064663,Article,
C2_oneclass_vs_simple,"TITLE-ABS-KEY((""one-class"" OR ""novelty detection"" OR ""Isolation Forest"") AND (""bearing"" OR ""rotating machinery"") AND (""false alarm"" OR ""comparison"" OR ""baseline""))",Self-Supervised CNN–Transformer Anomaly Detection for Bearing Health Monitoring,Zaidi S.H.H.,Processes,2026-08-01,0,10.3390/pr14152452,2-s2.0-105047275135,Article,
C2_oneclass_vs_simple,"TITLE-ABS-KEY((""one-class"" OR ""novelty detection"" OR ""Isolation Forest"") AND (""bearing"" OR ""rotating machinery"") AND (""false alarm"" OR ""comparison"" OR ""baseline""))",Multi-Axle Reference and Temporal-Consistency Deep SVDD for EMU Traction Motor Bearing Anomaly Detection Using Field Vibration Data,Wu Q.,Sensors,2026-08-01,0,10.3390/s26154891,2-s2.0-105047152168,Article,
C2_oneclass_vs_simple,"TITLE-ABS-KEY((""one-class"" OR ""novelty detection"" OR ""Isolation Forest"") AND (""bearing"" OR ""rotating machinery"") AND (""false alarm"" OR ""comparison"" OR ""baseline""))",Anomaly Score-Based Cross-Machine Wind Turbine Component Diagnosis: A Case Study and Benchmark,Weber K.,Technologies,2026-08-01,0,10.3390/technologies14080506,2-s2.0-105048751006,Article,
C2_oneclass_vs_simple,"TITLE-ABS-KEY((""one-class"" OR ""novelty detection"" OR ""Isolation Forest"") AND (""bearing"" OR ""rotating machinery"") AND (""false alarm"" OR ""comparison"" OR ""baseline""))",Multi-sensor anomaly detection using Scalograms and Kurtograms fusion on the Paderborn University dataset,Neupane D.,Mechanical Systems and Signal Processing,2026-06-15,0,10.1016/j.ymssp.2026.114333,2-s2.0-105037905560,Article,
C2_oneclass_vs_simple,"TITLE-ABS-KEY((""one-class"" OR ""novelty detection"" OR ""Isolation Forest"") AND (""bearing"" OR ""rotating machinery"") AND (""false alarm"" OR ""comparison"" OR ""baseline""))",Adaptive anomaly detection for marine compressors using a VAE-DIF framework,Zhang M.,Ocean Engineering,2026-06-15,0,10.1016/j.oceaneng.2026.125648,2-s2.0-105037070060,Article,
C2_oneclass_vs_simple,"TITLE-ABS-KEY((""one-class"" OR ""novelty detection"" OR ""Isolation Forest"") AND (""bearing"" OR ""rotating machinery"") AND (""false alarm"" OR ""comparison"" OR ""baseline""))",Anomaly Detection in Wind Turbines: Persistence-Based Alarm Confirmation for False-Alarm Mitigation and Detection-Latency Trade-Offs,Nogueira W.F.,Sensors,2026-06-01,0,10.3390/s26123896,2-s2.0-105043170185,Article,
C2_oneclass_vs_simple,"TITLE-ABS-KEY((""one-class"" OR ""novelty detection"" OR ""Isolation Forest"") AND (""bearing"" OR ""rotating machinery"") AND (""false alarm"" OR ""comparison"" OR ""baseline""))",One Class Fault Detection in Rotating Machinery Using Distributional Features from Triggered Acoustic Emission Data,Angelopoulos N.,Electronics Switzerland,2026-05-01,0,10.3390/electronics15102105,2-s2.0-105040081327,Article,
C2_oneclass_vs_simple,"TITLE-ABS-KEY((""one-class"" OR ""novelty detection"" OR ""Isolation Forest"") AND (""bearing"" OR ""rotating machinery"") AND (""false alarm"" OR ""comparison"" OR ""baseline""))",Bimodal distribution detection and transformation for Gaussian merging for bearing fault classification of independent cart systems under nonstationary conditions,Jabbar A.,Measurement Journal of the International Measurement Confederation,2026-02-24,2,10.1016/j.measurement.2025.119900,2-s2.0-105024496443,Article,
C2_oneclass_vs_simple,"TITLE-ABS-KEY((""one-class"" OR ""novelty detection"" OR ""Isolation Forest"") AND (""bearing"" OR ""rotating machinery"") AND (""false alarm"" OR ""comparison"" OR ""baseline""))",A Two-Stage Hybrid Architecture for Unknown Anomaly Detection in Rotating Machinery Bearings,Costa A.C.M.,IEEE Access,2026-01-01,0,10.1109/ACCESS.2026.3719574,2-s2.0-105046845869,Article,
C2_oneclass_vs_simple,"TITLE-ABS-KEY((""one-class"" OR ""novelty detection"" OR ""Isolation Forest"") AND (""bearing"" OR ""rotating machinery"") AND (""false alarm"" OR ""comparison"" OR ""baseline""))",Beyond reconstruction: A deep convolutional critic with spectral normalization for superior bearing fault anomaly detection,Li H.,Results in Engineering,2025-12-01,3,10.1016/j.rineng.2025.108053,2-s2.0-105021227306,Article,
C2_oneclass_vs_simple,"TITLE-ABS-KEY((""one-class"" OR ""novelty detection"" OR ""Isolation Forest"") AND (""bearing"" OR ""rotating machinery"") AND (""false alarm"" OR ""comparison"" OR ""baseline""))",Enhancing Software Reliability in Industrial Mechatronics through Anomaly Detection Models,Singh B.,International Journal of Performability Engineering,2025-08-01,0,10.23940/ijpe.25.08.p3.429437,2-s2.0-105018636228,Article,
C2_oneclass_vs_simple,"TITLE-ABS-KEY((""one-class"" OR ""novelty detection"" OR ""Isolation Forest"") AND (""bearing"" OR ""rotating machinery"") AND (""false alarm"" OR ""comparison"" OR ""baseline""))",Three-Year Practice-Based Clinical Trial on the Performance of a Self-Adhesive Resin-Based Bulk-Fill Restorative,Rathke A.,Journal of Esthetic and Restorative Dentistry,2025-07-01,5,10.1111/jerd.13468,2-s2.0-105001558403,Article,
C2_oneclass_vs_simple,"TITLE-ABS-KEY((""one-class"" OR ""novelty detection"" OR ""Isolation Forest"") AND (""bearing"" OR ""rotating machinery"") AND (""false alarm"" OR ""comparison"" OR ""baseline""))",A relation network-based method for early bearing fault detection,Zhang R.,Zhendong Gongcheng Xuebao Journal of Vibration Engineering,2025-06-01,1,10.16385/j.cnki.issn.1004-4523.2025.06.009,2-s2.0-105011599208,Article,
C2_oneclass_vs_simple,"TITLE-ABS-KEY((""one-class"" OR ""novelty detection"" OR ""Isolation Forest"") AND (""bearing"" OR ""rotating machinery"") AND (""false alarm"" OR ""comparison"" OR ""baseline""))",Unsupervised Anomaly Detection for Bearings Using Deep Contrastive One‑Class Classification,Yan R.,Zhendong Ceshi Yu Zhenduan Journal of Vibration Measurement and Diagnosis,2025-02-01,2,10.16450/j.cnki.issn.1004-6801.2025.01.001,2-s2.0-105009052917,Article,
C2_oneclass_vs_simple,"TITLE-ABS-KEY((""one-class"" OR ""novelty detection"" OR ""Isolation Forest"") AND (""bearing"" OR ""rotating machinery"") AND (""false alarm"" OR ""comparison"" OR ""baseline""))",Extreme Learning Machine Models for Fault Severity Classification and Anomaly Detection in a Spur Gearbox,Medina R.,Etcm 2025 9th Ecuador Technical Chapters Meeting,2025-01-01,0,10.1109/ETCM67548.2025.11304322,2-s2.0-105035471869,Conference Paper,
C2_oneclass_vs_simple,"TITLE-ABS-KEY((""one-class"" OR ""novelty detection"" OR ""Isolation Forest"") AND (""bearing"" OR ""rotating machinery"") AND (""false alarm"" OR ""comparison"" OR ""baseline""))",Diffusion Model-Enhanced Framework for Vibration Signal Anomaly Detection,Liu H.,2025 7th International Conference on System Reliability and Safety Engineering Srse 2025,2025-01-01,0,10.1109/SRSE67406.2025.11357373,2-s2.0-105032913674,Conference Paper,
C2_oneclass_vs_simple,"TITLE-ABS-KEY((""one-class"" OR ""novelty detection"" OR ""Isolation Forest"") AND (""bearing"" OR ""rotating machinery"") AND (""false alarm"" OR ""comparison"" OR ""baseline""))","X-ray Structure of Eleven New N,N′-Substituted Guanidines: Effect of Substituents on Tautomer Structure in the Solid State",Elumalai V.,Crystals,2024-10-01,0,10.3390/cryst14100884,2-s2.0-85207681014,Article,
C2_oneclass_vs_simple,"TITLE-ABS-KEY((""one-class"" OR ""novelty detection"" OR ""Isolation Forest"") AND (""bearing"" OR ""rotating machinery"") AND (""false alarm"" OR ""comparison"" OR ""baseline""))",Unsupervised tensor-based deep transfer learning for online early fault detection of bearing,Mao W.T.,Kongzhi Yu Juece Control and Decision,2024-03-01,5,10.13195/j.kzyjc.2022.1101,2-s2.0-85186398388,Article,
C2_oneclass_vs_simple,"TITLE-ABS-KEY((""one-class"" OR ""novelty detection"" OR ""Isolation Forest"") AND (""bearing"" OR ""rotating machinery"") AND (""false alarm"" OR ""comparison"" OR ""baseline""))",Construction of bearing health indicator under time-varying operating conditions based on Isolation Forest,Sim J.,Engineering Applications of Artificial Intelligence,2023-11-01,32,10.1016/j.engappai.2023.107058,2-s2.0-85171373264,Article,
C2_oneclass_vs_simple,"TITLE-ABS-KEY((""one-class"" OR ""novelty detection"" OR ""Isolation Forest"") AND (""bearing"" OR ""rotating machinery"") AND (""false alarm"" OR ""comparison"" OR ""baseline""))",Manifold-Contrastive Broad Learning System for Wheelset Bearing Fault Diagnosis,Wang N.,IEEE Transactions on Intelligent Transportation Systems,2023-09-01,19,10.1109/TITS.2023.3274256,2-s2.0-85160225114,Article,
C2_oneclass_vs_simple,"TITLE-ABS-KEY((""one-class"" OR ""novelty detection"" OR ""Isolation Forest"") AND (""bearing"" OR ""rotating machinery"") AND (""false alarm"" OR ""comparison"" OR ""baseline""))",Unsupervised Deep Tensor Multitask Anomaly Detection With Rule Adaptation for Online Early Fault Evaluation,Shi H.,IEEE Sensors Journal,2023-04-15,8,10.1109/JSEN.2023.3256039,2-s2.0-85151571397,Article,
C2_oneclass_vs_simple,"TITLE-ABS-KEY((""one-class"" OR ""novelty detection"" OR ""Isolation Forest"") AND (""bearing"" OR ""rotating machinery"") AND (""false alarm"" OR ""comparison"" OR ""baseline""))",Tensor-DAAD: When tensor meets online early fault detection with transfer learning,Mao W.,Measurement Journal of the International Measurement Confederation,2023-02-28,26,10.1016/j.measurement.2023.112478,2-s2.0-85146570327,Article,
C3_normal_only_training,"TITLE-ABS-KEY((""normal data only"" OR ""healthy data only"" OR ""normal-only"" OR ""only normal data"") AND (""anomaly detection"" OR ""condition monitoring"" OR ""predictive maintenance""))",ADNet: A multi-domain benchmark for anomaly detection across 380 real-world categories,Ling H.,Pattern Recognition,2027-02-01,0,10.1016/j.patcog.2026.114786,2-s2.0-105049053175,Article,
C3_normal_only_training,"TITLE-ABS-KEY((""normal data only"" OR ""healthy data only"" OR ""normal-only"" OR ""only normal data"") AND (""anomaly detection"" OR ""condition monitoring"" OR ""predictive maintenance""))",UniCO: A unified cross-view collaboration network for industrial time series anomaly detection with limited normal samples,Yao B.,Information Sciences,2027-01-15,0,10.1016/j.ins.2026.124037,2-s2.0-105048159227,Article,
C3_normal_only_training,"TITLE-ABS-KEY((""normal data only"" OR ""healthy data only"" OR ""normal-only"" OR ""only normal data"") AND (""anomaly detection"" OR ""condition monitoring"" OR ""predictive maintenance""))",FeatDeNoiseNet: Multi-scale Structure-Consistent Manifold Modeling for Unsupervised Anomaly Localization,Fei H.,Lecture Notes in Computer Science,2027-01-01,0,10.1007/978-981-92-3403-5_36,2-s2.0-105046460032,Conference Paper,
C3_normal_only_training,"TITLE-ABS-KEY((""normal data only"" OR ""healthy data only"" OR ""normal-only"" OR ""only normal data"") AND (""anomaly detection"" OR ""condition monitoring"" OR ""predictive maintenance""))",Anomaly Localization and Classification of Jaw Cysts and Tumours Using Anatomy-Conditioned Diffusion on Panoramic Radiographs,Kim S.,International Dental Journal,2026-12-01,0,10.1016/j.identj.2026.111107,2-s2.0-105049654846,Article,
C3_normal_only_training,"TITLE-ABS-KEY((""normal data only"" OR ""healthy data only"" OR ""normal-only"" OR ""only normal data"") AND (""anomaly detection"" OR ""condition monitoring"" OR ""predictive maintenance""))",MCLA: A self-supervised learning-powered lightweight multi-scale convolutional linear attention framework for unknown attack detection in maritime IoT intrusion detection systems,Zhengye L.,Applied Soft Computing,2026-10-01,0,10.1016/j.asoc.2026.115726,2-s2.0-105042886435,Article,
C3_normal_only_training,"TITLE-ABS-KEY((""normal data only"" OR ""healthy data only"" OR ""normal-only"" OR ""only normal data"") AND (""anomaly detection"" OR ""condition monitoring"" OR ""predictive maintenance""))",Deployment-Oriented Causal Decision Stabilization for Fixed-FPR Constrained Streaming Industrial Acoustic Anomaly Detection in IIoT,Gong C.S.,IEEE Internet of Things Journal,2026-09-01,0,10.1109/JIOT.2026.3711873,2-s2.0-105044549886,Article,
C3_normal_only_training,"TITLE-ABS-KEY((""normal data only"" OR ""healthy data only"" OR ""normal-only"" OR ""only normal data"") AND (""anomaly detection"" OR ""condition monitoring"" OR ""predictive maintenance""))",Research on industrial anomaly detection of PCB based on multi-layer fusion PatchCore,Bao W.,Signal Image and Video Processing,2026-09-01,0,10.1007/s11760-026-05623-9,2-s2.0-105048064262,Article,
C3_normal_only_training,"TITLE-ABS-KEY((""normal data only"" OR ""healthy data only"" OR ""normal-only"" OR ""only normal data"") AND (""anomaly detection"" OR ""condition monitoring"" OR ""predictive maintenance""))",Multi-Resolution Acoustic Prototype Anchoring for Limited-Sample Industrial Anomalous Sound Detection,Shi P.,Energies,2026-08-01,0,10.3390/en19153530,2-s2.0-105047065384,Article,
C3_normal_only_training,"TITLE-ABS-KEY((""normal data only"" OR ""healthy data only"" OR ""normal-only"" OR ""only normal data"") AND (""anomaly detection"" OR ""condition monitoring"" OR ""predictive maintenance""))",A novel method for anomaly detection using graph signal embedding: Application to anomalous sound detection,Mnasri Z.,Expert Systems with Applications,2026-07-25,0,10.1016/j.eswa.2026.132278,2-s2.0-105035247289,Article,
C3_normal_only_training,"TITLE-ABS-KEY((""normal data only"" OR ""healthy data only"" OR ""normal-only"" OR ""only normal data"") AND (""anomaly detection"" OR ""condition monitoring"" OR ""predictive maintenance""))",From anomaly detection to incremental anomaly detection for rotating machinery based on adversarial autoencoder,Guo Z.,Measurement Science and Technology,2026-07-17,0,10.1088/1361-6501/ae87bb,2-s2.0-105045813362,Article,
C3_normal_only_training,"TITLE-ABS-KEY((""normal data only"" OR ""healthy data only"" OR ""normal-only"" OR ""only normal data"") AND (""anomaly detection"" OR ""condition monitoring"" OR ""predictive maintenance""))",Intelligent Anomaly Detection for Hydraulic System in Deep-Sea Submersible,Fang X.,IEEE Journal of Oceanic Engineering,2026-07-01,0,10.1109/JOE.2026.3674398,2-s2.0-105037206471,Article,
C3_normal_only_training,"TITLE-ABS-KEY((""normal data only"" OR ""healthy data only"" OR ""normal-only"" OR ""only normal data"") AND (""anomaly detection"" OR ""condition monitoring"" OR ""predictive maintenance""))",EPC-TinyAD: An Energy- and Privacy-Aware Compressed TinyML Framework for Reliable Industrial Anomaly Detection on Resource-Constrained Edge Devices,Sun Y.,Electronics Switzerland,2026-07-01,0,10.3390/electronics15132879,2-s2.0-105044513366,Article,
C3_normal_only_training,"TITLE-ABS-KEY((""normal data only"" OR ""healthy data only"" OR ""normal-only"" OR ""only normal data"") AND (""anomaly detection"" OR ""condition monitoring"" OR ""predictive maintenance""))",AUCp: Pseudo-AUC for Inference Model Selection With Unlabeled Validation Data in Abnormality Detection,Rahman Siddiquee M.M.,IEEE Transactions on Medical Imaging,2026-07-01,0,10.1109/TMI.2026.3684946,2-s2.0-105036803414,Article,
C3_normal_only_training,"TITLE-ABS-KEY((""normal data only"" OR ""healthy data only"" OR ""normal-only"" OR ""only normal data"") AND (""anomaly detection"" OR ""condition monitoring"" OR ""predictive maintenance""))",A Hypergraph Spatio-Temporal Graph Attention Network for Zero-Day Attack Detection in Smart Grids,Sudha M.,SN Computer Science,2026-06-01,0,10.1007/s42979-026-05155-6,2-s2.0-105041897705,Article,
C3_normal_only_training,"TITLE-ABS-KEY((""normal data only"" OR ""healthy data only"" OR ""normal-only"" OR ""only normal data"") AND (""anomaly detection"" OR ""condition monitoring"" OR ""predictive maintenance""))",Anomaly Detection for Circuit Waveforms Using Diffusion Model,Hsueh H.W.,IEEE Transactions on Consumer Electronics,2026-05-01,0,10.1109/TCE.2026.3678259,2-s2.0-105034420540,Article,
C3_normal_only_training,"TITLE-ABS-KEY((""normal data only"" OR ""healthy data only"" OR ""normal-only"" OR ""only normal data"") AND (""anomaly detection"" OR ""condition monitoring"" OR ""predictive maintenance""))",Dual-Encoder Generative Anomaly Detection for Casting Surface Defect Detection,Kwak S.,International Journal of Precision Engineering and Manufacturing Green Technology,2026-05-01,0,10.1007/s40684-026-00871-z,2-s2.0-105034068281,Article,
C3_normal_only_training,"TITLE-ABS-KEY((""normal data only"" OR ""healthy data only"" OR ""normal-only"" OR ""only normal data"") AND (""anomaly detection"" OR ""condition monitoring"" OR ""predictive maintenance""))",Handling Imbalanced IoMT Network Data for Intrusion Detection via PCA and One-Class SVM,Gencturk E.,Applied Sciences Switzerland,2026-05-01,0,10.3390/app16104701,2-s2.0-105040247537,Article,
C3_normal_only_training,"TITLE-ABS-KEY((""normal data only"" OR ""healthy data only"" OR ""normal-only"" OR ""only normal data"") AND (""anomaly detection"" OR ""condition monitoring"" OR ""predictive maintenance""))",Modeling uncertainty with interval-valued type-2 fuzzy sets: Application to anomalous sound event detection,Mnasri Z.,Fuzzy Sets and Systems,2026-01-15,4,10.1016/j.fss.2025.109638,2-s2.0-105020382471,Article,
C3_normal_only_training,"TITLE-ABS-KEY((""normal data only"" OR ""healthy data only"" OR ""normal-only"" OR ""only normal data"") AND (""anomaly detection"" OR ""condition monitoring"" OR ""predictive maintenance""))",Subspace Decomposition via Hankel Matrix Analysis for State Monitoring and Defect Identification,Xu B.,Proceedings of the International Symposium on System and Software Reliability Isssr,2026-01-01,0,10.1109/ISSSR69973.2026.00028,2-s2.0-105047276457,Conference Paper,
C3_normal_only_training,"TITLE-ABS-KEY((""normal data only"" OR ""healthy data only"" OR ""normal-only"" OR ""only normal data"") AND (""anomaly detection"" OR ""condition monitoring"" OR ""predictive maintenance""))",Unsupervised Predictive Maintenance for Multivariate Pump Sensor Streams Using Isolation Forest: Health Score Calibration and Persistence Filtering,Ozturk O.,Siu 2026 34th Signal Processing and Communications Applications Conference Conference Proceedings,2026-01-01,0,10.1109/SIU71813.2026.11636965,2-s2.0-105048770367,Conference Paper,
C3_normal_only_training,"TITLE-ABS-KEY((""normal data only"" OR ""healthy data only"" OR ""normal-only"" OR ""only normal data"") AND (""anomaly detection"" OR ""condition monitoring"" OR ""predictive maintenance""))",Unsupervised Anomaly Detection of Hydro-Turbine Generator Acoustics by Integrating Pre-Trained Audio Large Model and Density Estimation,Wu T.,Dianzi Yu Xinxi Xuebao Journal of Electronics and Information Technology,2026-01-01,0,10.11999/JEIT250934,2-s2.0-105042094755,Article,
C3_normal_only_training,"TITLE-ABS-KEY((""normal data only"" OR ""healthy data only"" OR ""normal-only"" OR ""only normal data"") AND (""anomaly detection"" OR ""condition monitoring"" OR ""predictive maintenance""))",PACDiff: Protocol-Aware Diffusion-Based Anomaly Detection for Next-Generation Vehicular Networks,Shafique R.,2026 IEEE International Conference on Communications Workshops Icc Workshops 2026 Proceedings,2026-01-01,0,10.1109/ICCWorkshops63917.2026.11586730,2-s2.0-105045574837,Conference Paper,
C3_normal_only_training,"TITLE-ABS-KEY((""normal data only"" OR ""healthy data only"" OR ""normal-only"" OR ""only normal data"") AND (""anomaly detection"" OR ""condition monitoring"" OR ""predictive maintenance""))",A Framework for Anomaly Detection and Evaluation of Rotating Machinery Based on Data-Accumulation-Aware Generative Adversarial Networks and Similarity Estimation,Hu L.,Machines,2026-01-01,2,10.3390/machines14010061,2-s2.0-105028598502,Article,
C3_normal_only_training,"TITLE-ABS-KEY((""normal data only"" OR ""healthy data only"" OR ""normal-only"" OR ""only normal data"") AND (""anomaly detection"" OR ""condition monitoring"" OR ""predictive maintenance""))",DRL-Guided Neural Batch Sampling for Semi-Supervised Pixel-Level Anomaly Detection,Noghredeh A.K.,2026 International Interdisciplinary Conference on Artificial Intelligence Engineering Health Finance and Humanities Iicai 2026,2026-01-01,0,10.1109/IICAI70155.2026.11620813,2-s2.0-105047025258,Conference Paper,
C3_normal_only_training,"TITLE-ABS-KEY((""normal data only"" OR ""healthy data only"" OR ""normal-only"" OR ""only normal data"") AND (""anomaly detection"" OR ""condition monitoring"" OR ""predictive maintenance""))",MaskAD: Parallel Masked Autoencoder for Multi-class Unsupervised Anomaly Detection,Lu R.,Proceedings of the Aaai Conference on Artificial Intelligence,2026-01-01,0,10.1609/aaai.v40i18.38573,2-s2.0-105034611986,Conference Paper,
D1_tsad_evaluation_critique,"TITLE-ABS-KEY((""time series"" AND ""anomaly detection"") AND (""benchmark"" OR ""evaluation"") AND (""pitfall"" OR ""flawed"" OR ""critique"" OR ""rethink"" OR ""misleading""))","22nd International Conference on Intelligent Computing, ICIC 2026",,Lecture Notes in Computer Science,2027-01-01,0,,2-s2.0-105046220379,Conference Review,
D1_tsad_evaluation_critique,"TITLE-ABS-KEY((""time series"" AND ""anomaly detection"") AND (""benchmark"" OR ""evaluation"") AND (""pitfall"" OR ""flawed"" OR ""critique"" OR ""rethink"" OR ""misleading""))",A problem-oriented taxonomy of evaluation metrics for time series anomaly detection,Yang K.,Neurocomputing,2026-11-07,0,10.1016/j.neucom.2026.134547,2-s2.0-105045507054,Review,
D1_tsad_evaluation_critique,"TITLE-ABS-KEY((""time series"" AND ""anomaly detection"") AND (""benchmark"" OR ""evaluation"") AND (""pitfall"" OR ""flawed"" OR ""critique"" OR ""rethink"" OR ""misleading""))",Evaluating univariate time series anomaly detection: Results and practical guidelines from the UCR Anomaly Archive,Cacciagrano D.,Intelligent Systems with Applications,2026-09-01,0,10.1016/j.iswa.2026.200717,2-s2.0-105047050393,Article,
D1_tsad_evaluation_critique,"TITLE-ABS-KEY((""time series"" AND ""anomaly detection"") AND (""benchmark"" OR ""evaluation"") AND (""pitfall"" OR ""flawed"" OR ""critique"" OR ""rethink"" OR ""misleading""))",Aligning time series anomaly detection research with practical applications,Barrish D.,Transactions on Machine Learning Research,2026-01-01,1,,2-s2.0-105040242752,Article,
D1_tsad_evaluation_critique,"TITLE-ABS-KEY((""time series"" AND ""anomaly detection"") AND (""benchmark"" OR ""evaluation"") AND (""pitfall"" OR ""flawed"" OR ""critique"" OR ""rethink"" OR ""misleading""))",Spatio-Temporal Attention Graph Neural Network: Explaining causalities with Attention,Koistinen K.,IEEE Access,2026-01-01,0,10.1109/ACCESS.2026.3702352,2-s2.0-105041514256,Article,
D1_tsad_evaluation_critique,"TITLE-ABS-KEY((""time series"" AND ""anomaly detection"") AND (""benchmark"" OR ""evaluation"") AND (""pitfall"" OR ""flawed"" OR ""critique"" OR ""rethink"" OR ""misleading""))",SimAD: A Simple Dissimilarity-Based Approach for Time-Series Anomaly Detection,Zhong Z.,IEEE Transactions on Neural Networks and Learning Systems,2025-11-01,18,10.1109/TNNLS.2025.3590220,2-s2.0-105012242575,Article,
D1_tsad_evaluation_critique,"TITLE-ABS-KEY((""time series"" AND ""anomaly detection"") AND (""benchmark"" OR ""evaluation"") AND (""pitfall"" OR ""flawed"" OR ""critique"" OR ""rethink"" OR ""misleading""))",Generalized Discords for Time Series Anomaly Detection with Flexible Subsequence Lengths,Imamura M.,Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,2025-08-03,2,10.1145/3711896.3736977,2-s2.0-105014315719,Conference Paper,
D1_tsad_evaluation_critique,"TITLE-ABS-KEY((""time series"" AND ""anomaly detection"") AND (""benchmark"" OR ""evaluation"") AND (""pitfall"" OR ""flawed"" OR ""critique"" OR ""rethink"" OR ""misleading""))",ModernTCN Revisited: A Critical Look at the Experimental Setup in General Time Series Analysis,Akaçık Ö.,Transactions on Machine Learning Research,2025-01-01,0,,2-s2.0-105009090095,Article,
D1_tsad_evaluation_critique,"TITLE-ABS-KEY((""time series"" AND ""anomaly detection"") AND (""benchmark"" OR ""evaluation"") AND (""pitfall"" OR ""flawed"" OR ""critique"" OR ""rethink"" OR ""misleading""))",A Robust Framework for Evaluation of Unsupervised Time-Series Anomaly Detection,Gungor O.,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,2025-01-01,8,10.1007/978-3-031-78395-1_4,2-s2.0-85211790141,Conference Paper,
D1_tsad_evaluation_critique,"TITLE-ABS-KEY((""time series"" AND ""anomaly detection"") AND (""benchmark"" OR ""evaluation"") AND (""pitfall"" OR ""flawed"" OR ""critique"" OR ""rethink"" OR ""misleading""))","10th International Conference on Machine Learning, Optimization, and Data Science, LOD 2024",,Lecture Notes in Computer Science,2025-01-01,0,,2-s2.0-105001019912,Conference Review,
D1_tsad_evaluation_critique,"TITLE-ABS-KEY((""time series"" AND ""anomaly detection"") AND (""benchmark"" OR ""evaluation"") AND (""pitfall"" OR ""flawed"" OR ""critique"" OR ""rethink"" OR ""misleading""))","10th International Conference on Machine Learning, Optimization, and Data Science, LOD 2024",,Lecture Notes in Computer Science,2025-01-01,0,,2-s2.0-105000733926,Conference Review,
D1_tsad_evaluation_critique,"TITLE-ABS-KEY((""time series"" AND ""anomaly detection"") AND (""benchmark"" OR ""evaluation"") AND (""pitfall"" OR ""flawed"" OR ""critique"" OR ""rethink"" OR ""misleading""))","10th International Conference on Machine Learning, Optimization, and Data Science, LOD 2024",,Lecture Notes in Computer Science,2025-01-01,0,,2-s2.0-105000983525,Conference Review,
D1_tsad_evaluation_critique,"TITLE-ABS-KEY((""time series"" AND ""anomaly detection"") AND (""benchmark"" OR ""evaluation"") AND (""pitfall"" OR ""flawed"" OR ""critique"" OR ""rethink"" OR ""misleading""))",PATE: Proximity-Aware Time Series Anomaly Evaluation,Ghorbani R.,Proceedings of the ACM SIGKDD International Conference on Knowledge Discovery and Data Mining,2024-08-24,17,10.1145/3637528.3671971,2-s2.0-85203714593,Conference Paper,
D1_tsad_evaluation_critique,"TITLE-ABS-KEY((""time series"" AND ""anomaly detection"") AND (""benchmark"" OR ""evaluation"") AND (""pitfall"" OR ""flawed"" OR ""critique"" OR ""rethink"" OR ""misleading""))",Multivariate Time Series Anomaly Detection: Fancy Algorithms and Flawed Evaluation Methodology,El Amine Sehili M.,Lecture Notes in Computer Science Including Subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics,2024-01-01,3,10.1007/978-3-031-68031-1_1,2-s2.0-85205371608,Conference Paper,
D1_tsad_evaluation_critique,"TITLE-ABS-KEY((""time series"" AND ""anomaly detection"") AND (""benchmark"" OR ""evaluation"") AND (""pitfall"" OR ""flawed"" OR ""critique"" OR ""rethink"" OR ""misleading""))",The Elephant in the Room: Towards A Reliable Time-Series Anomaly Detection Benchmark,Liu Q.,Advances in Neural Information Processing Systems,2024-01-01,97,,2-s2.0-105000473565,Conference Paper,
